va,vb,exp,sim,sign_error,exp_error,man_error
9538,82e0,9566,956f,False,0,-9
98ac,113f,96b8,96b9,False,0,-1
0088,a2b2,a2b1,a2ad,False,0,4
90f0,0144,90c8,909c,False,0,44
2dd1,80d0,2dd1,2dd0,False,0,1
051f,8a48,8771,87b8,False,0,-71
164d,805e,1647,162a,False,0,29
0d97,01c5,0e08,0e50,False,0,-72
0179,12ab,12da,1303,False,0,-41
91c3,0012,91c1,9182,False,0,63
0948,88e0,00d0,0280,False,0,-432
988a,81a8,9897,98a1,False,0,-10
29f2,8032,29f2,29f1,False,0,1
300f,a45e,2f06,2f07,False,0,-1
1999,81db,198a,1982,False,0,8
99e0,82a1,99f5,99fb,False,0,-6
0046,9cf8,9cf7,9cef,False,0,8
1e40,0119,1e44,1e4a,False,0,-6
00e8,063f,0727,085a,False,-1,717
d406,3bde,d3ed,d3ec,False,0,1
ad05,8000,ad05,ad06,False,0,-1
0f71,8226,0ee8,0eac,False,0,60
8f6b,14b6,11b6,11b7,False,0,-1
cd8a,5c28,5b9f,5b9e,False,0,1
01ee,822c,803e,83c0,False,0,-898
07f8,80d8,0720,058c,False,0,404
0067,9d1d,9d1b,9d14,False,0,7
0348,138e,13f7,1401,False,-1,1014
c4b3,4c52,4a4a,4a4b,False,0,-1
12a0,805e,1294,125a,False,0,58
1ff2,b02e,afdd,afdc,False,0,1
005c,04ae,050a,06dc,False,0,-466
d8fe,50d7,d790,d791,False,0,-1
1822,8318,1809,1806,False,0,3
133b,a018,9f49,9f48,False,0,1
10e0,8004,10e0,10a0,False,0,64
8380,0f43,0e63,0e53,False,0,16
5484,7bff,7c00,7c01,False,0,-1
0410,8134,02dc,01d8,False,0,260
829e,0f06,0e5e,0e32,False,0,44
80fc,a031,a033,a036,False,0,-3
2043,80d4,2041,203e,False,0,3
0235,a088,a084,a082,False,0,2
7666,7a0a,7c00,7c9e,False,0,-158
0181,255a,255c,255d,False,0,-1
12dd,0159,1308,1333,False,0,-43
8c2a,3800,37ff,37fe,False,0,1
9c39,0264,9c2f,9c2c,False,0,3
8320,17ed,17bb,17b4,False,0,7
24b8,9abd,23c1,23c0,False,0,1
0db7,8ca6,0444,0511,False,0,-205
04b8,81b0,0308,0380,False,0,-120
1122,01d9,115d,1180,False,0,-35
81c0,8c25,8c95,8cdd,False,0,-72
246a,9e47,21b0,21b1,False,0,-1
03d0,13ca,1422,1424,False,0,-2
895e,0390,872c,877a,False,0,-78
9737,0120,9725,970e,False,0,23
01f6,a72f,a72d,a72c,False,0,1
0991,8853,027c,009f,False,0,477
1952,01b0,1960,1969,False,0,-9
9220,11c9,82b8,802c,False,0,652
064f,8546,0109,0024,False,0,229
0482,03f0,0839,083d,False,0,-4
1c09,9563,1960,1961,False,0,-1
1474,88e5,13af,13ae,False,0,1
17a6,806a,179f,1783,False,0,28
63fd,3dc9,6400,6000,False,1,0
9388,0122,9364,9336,False,0,46
1738,826e,1711,1705,False,0,12
80e0,a0b1,a0b3,a0b6,False,0,-3
